python-sgmllib3k 1.0.0-6
python-six 1.16.0-9
python-soupsieve 2.6-1
python-termcolor 2.4.0-2
python-texttable 1.7.0-2
python-toml 0.10.2-10
python-tomli 2.0.1-4
python-tqdm 4.66.5-1
python-trove-classifiers 2024.7.2-1
python-typeguard 4.3.0-1
python-typing_extensions 4.12.2-1
python-unrardll 0.1.7-2
python-urllib3 1.26.19-1
python-validate-pyproject 0.19-1
python-waitress 3.0.0-2
python-webencodings 0.5.1-11
python-werkzeug 3.0.1-1
python-wheel 0.44.0-1
python-wxpython 1:4.2.1-2
python-xxhash 3.4.1-3
python-yaml 6.0.2-1
python-zeroconf 0.132.2-1
python-zstandard 0.22.0-2
qbittorrent 4.6.6-1
qca-qt5 2.3.9-2
qca-qt6 2.3.9-2
qhull 2020.2-5
qqc2-desktop-style 6.5.0-1
qt5-base 5.15.15+kde+r127-1
qt5-declarative 5.15.15+kde+r25-1
qt5-graphicaleffects 5.15.15-1
qt5-imageformats 5.15.15+kde+r4-1
qt5-location 5.15.15+kde+r7-1
qt5-multimedia 5.15.15+kde+r2-1
qt5-networkauth 5.15.15+kde+r1-1
qt5-quickcontrols 5.15.15-1
qt5-quickcontrols2 5.15.15+kde+r5-1
qt5-remoteobjects 5.15.15-1
qt5-speech 5.15.15+kde+r1-1
qt5-svg 5.15.15+kde+r5-1
qt5-tools 5.15.15+kde+r3-1
qt5-translations 5.15.15-1
qt5-wayland 5.15.15+kde+r59-1
qt5-webchannel 5.15.15+kde+r3-1
qt5-webengine 5.15.17-7
qt5-websockets 5.15.15+kde+r2-1
qt5-x11extras 5.15.15-1
qt5ct 1.8-2
qt5pas 1:1.2.15-1
qt6-5compat 6.7.2-1
qt6-base 6.7.2-2
qt6-declarative 6.7.2-1
qt6-imageformats 6.7.2-1
qt6-multimedia 6.7.2-1
qt6-multimedia-ffmpeg 6.7.2-1
qt6-networkauth 6.7.2-1
qt6-positioning 6.7.2-1
qt6-shadertools 6.7.2-1
qt6-speech 6.7.2-1
qt6-svg 6.7.2-1
qt6-tools 6.7.2-2
qt6-translations 6.7.2-1
qt6-wayland 6.7.2-4
qt6-webchannel 6.7.2-1
qt6-webengine 6.7.2-2
quazip-qt5 1.4-1
qview 6.1-4
qview-debug 6.1-4
rapidjson 1.1.0-6
rav1e 0.7.1-1
re2 1:20240702-2
readline 8.2.013-1
realneptune-cli 1.0.2-1
realneptune-cli-debug 1.0.2-1
rebar3 3.23.0-2
rhash 1.4.4-1
ripgrep 14.1.0-1
rnnoise 1:0.2-1
rofi-lbonn-wayland-git 1.7.5.wayland2.r167.gb88dddd1-1
rsync 3.3.0-2
rtkit 0.13-3
rubberband 3.3.0-2
rust 1:1.80.1-1
sbc 2.0-2
scdoc 1.11.3-1
scons 4.8.1-1
sdbus-cpp 1.5.0-3
sddm-git 0.21.0.17.gb704e2e-1
sddm-git-debug 0.21.0.17.gb704e2e-1
sdl2 2.30.7-1
seatd 0.8.0-2
sed 4.9-3
semver 7.6.3-1
serd 0.32.2-1
shaderc 2024.1-1
shadow 4.16.0-1
shared-mime-info 2.4-1
sigma-file-manager-bin 1.7.0-2
sigma-file-manager-bin-debug 1.7.0-2
signon-kwallet-extension 24.08.0-1
signon-plugin-oauth2 0.25-3
signon-ui 0.17+20231016-2
signond 8.61-3
slang 2.3.3-3
slurp 1.5.0-1
smartmontools 7.4-2
smbclient 4.20.4-1
snappy 1.1.10-1
sndio 1.10.0-1
sof-firmware 2024.06-1
solid 6.5.0-1
solid5 5.116.0-1
sonnet 6.5.0-1
sonnet5 5.116.0-1
sord 0.16.16-1
sound-theme-freedesktop 0.8-6
soundtouch 2.3.3-1
spdlog 1.14.1-1
speex 1.2.1-2
speexdsp 1.2.1-2
spirv-tools 2024.2-1
sqlite 3.46.1-1
sratom 0.6.16-1
srt 1.5.3-2
startup-notification 0.12-8
steam 1.0.0.81-2
sudo 1.9.15.p5-2
suil 0.10.20-1
svt-av1 2.1.2-1
swappy 1.5.1-2
swaylock-effects-git r470.496059a-1
swww 0.9.5-2
swww-debug 0.9.5-1
syncthing 1.27.12-1
syndication 6.5.0-1
syndication5 5.116.0-1
syntax-highlighting 6.5.0-1
syntax-highlighting5 5.116.0-1
systemd 256.5-1
systemd-libs 256.5-1
systemd-sysvcompat 256.5-1
tabby-bin 1.0.211-1
tabby-bin-debug 1.0.211-1
taglib 2.0.2-1
tailscale 1.72.1-1
talloc 2.4.2-3
tar 1.35-2
tdb 1.4.12-1
tevent 1:0.16.1-3
texinfo 7.1-2
thin-provisioning-tools 1.1.0-1
thorium-browser-bin 126.0.6478.231-3
thunar 4.18.11-1
tinyxml 2.6.2-11
tomlplusplus 3.4.0-1
tor 0.4.8.12-1
tpm2-tss 4.0.1-1
tracker3 3.7.3-2
tree 2.1.3-1
tree-sitter 0.23.0-1
tree-sitter-bash 0.23.1-1
tree-sitter-c 0.23.0-1
tree-sitter-lua 0.1.0-2
tree-sitter-markdown 0.2.3-2
tree-sitter-python 0.23.2-1
tree-sitter-query 0.4.0-1
tree-sitter-vim 0.4.0-1
tree-sitter-vimdoc 3.0.0-1
tslib 1.23-1
ttf-jetbrains-mono-nerd 3.2.1-2
ttf-liberation 2.1.5-2
ttf-meslo 1.2.1-3
ttf-nerd-fonts-symbols 3.2.1-1
ttf-nerd-fonts-symbols-common 3.2.1-1
twolame 0.4.0-4
tzdata 2024a-2
uchardet 0.0.8-3
udisks2 2.10.1-5
ufw 0.36.2-4
unarchiver 1.10.8-3
unibilium 2.1.1-2
unityhub 3.8.0-1
unzip 6.0-21
update-grub 0.0.1-8
upower 1.90.5-2
usbmuxd 1.1.1-4
usbutils 017-1
uthash 2.3.0-2
util-linux 2.40.2-1
util-linux-libs 2.40.2-1
v4l-utils 1.28.1-1
vamp-plugin-sdk 2.10.0-3
vapoursynth R69-1
vcpkg 2024.07.10-2
vcpkg-debug 2024.07.10-2
ventoy-bin 1.0.99-1
ventoy-bin-debug 1.0.99-1
vesktop-bin 1.5.3-1
vid.stab 1.1.1-2
vim 9.1.0707-1
vim-runtime 9.1.0707-1
visual-studio-code-bin 1.93.0-1
visual-studio-code-bin-debug 1.93.0-1
vlc 3.0.21-2
vmaf 3.0.0-1
volume_key 0.3.12-9
vulkan-headers 1:1.3.285-1
vulkan-icd-loader 1.3.285-1
vulkan-intel 1:24.2.1-1
vulkan-radeon 1:24.2.1-1
vulkan-tools 1.3.269-1
vulkan-validation-layers 1.3.275-1
wavpack 5.7.0-1
waybar 0.10.4-2
wayland 1.23.0-1
wayland-protocols 1.37-1
webkit2gtk 2.44.3-3
webkitgtk-6.0 2.44.3-3
webrtc-audio-processing-1 1.3-3
wget 1.24.5-3
which 2.21-6
wireless_tools 30.pre9-4
wireplumber 0.5.5-1
wl-clipboard 1:2.2.1-2
wlogout 1.2.2-0
wlogout-debug 1.2.2-0
wlroots 0.18.0-1
wlroots0.17 0.17.4-3
wmctrl 1.07-6
woeusb-ng 0.2.12-3
woff2 1.0.2-5
wofi 1.4.1-1
wpa_supplicant 2:2.11-2
wpebackend-fdo 1.14.2-2
wxwidgets-common 3.2.5-1
wxwidgets-gtk3 3.2.5-1
x264 3:0.164.r3108.31e19f9-2
x265 3.6-1
xcape 1.2-5
xcb-proto 1.17.0-2
xcb-util 0.4.1-2
xcb-util-cursor 0.1.5-1
xcb-util-errors 1.0.1-2
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xcb-util-xrm 1.3-3
xcur2png 0.7.1-8
xdg-dbus-proxy 0.1.6-1
xdg-desktop-portal 1.18.4-1
xdg-desktop-portal-hyprland 1.3.3-2
xdg-user-dirs 0.18-2
xdg-utils 1.2.1-1
xf86-input-libinput 1.4.0-2
xf86-video-amdgpu 23.0.0-2
xf86-video-ati 1:22.0.0-2
xf86-video-dummy 0.4.1-2
xf86-video-nouveau 1.0.17-3
xf86-video-vmware 13.4.0-3
xfconf 4.18.3-1
xkeyboard-config 2.42-1
xorg-fonts-encodings 1.1.0-1
xorg-mkfontscale 1.2.3-1
xorg-server 21.1.13-1
xorg-server-common 21.1.13-1
xorg-server-xvfb 21.1.13-1
xorg-setxkbmap 1.3.4-2
xorg-xauth 1.1.3-1
xorg-xdpyinfo 1.3.4-2
xorg-xinit 1.4.2-2
xorg-xinput 1.6.4-2
xorg-xkbcomp 1.4.7-1
xorg-xmodmap 1.0.11-2
xorg-xprop 1.2.7-1
xorg-xrandr 1.5.2-2
xorg-xrdb 1.2.2-2
xorg-xset 1.2.5-2
xorg-xwayland 24.1.2-1
xorgproto 2024.1-2
xplorer-bin 0.3.1-2
xplorer-bin-debug 0.3.1-2
xremap-x11-bin 0.10.0-1
xremap-x11-bin-debug 0.10.0-1
xvidcore 1.3.7-3
xxhash 0.8.2-1
xz 5.6.2-1
yaml-cpp 0.8.0-2
yarn 1.22.22-2
yasm 1.3.0-7
yay 12.3.5-1
yay-debug 12.3.5-1
yazi 0.3.3-1
youtube-music-bin 3.5.1-1
youtube-music-bin-debug 3.5.1-1
yt-dlp 2024.08.06-1
zen-browser-bin 1.0.0.a.37-1
zenith 0.14.1-1
zenity 4.0.2-1
zeromq 4.3.5-2
zimg 3.0.5-1
zip 3.0-11
zix 0.4.2-2
zlib 1:1.3.1-2
zoom 6.1.11-1
zoxide 0.9.4-2
zram-generator 1.1.2-1
zsh 5.9-5
zsh-theme-powerlevel10k 1.20.0-2
zsh-theme-powerlevel10k-debug 1.20.0-2
zstd 1.5.6-1
